SampleID	Stemness	EXTENDScores	Phase
BT1160.P4.A06	0.691699611680795	0.45978423831074	G2_M
BT1160.P4.A07	0.520143716039726	0.295036830959517	NonCycling
BT1160.P4.A09	0.776877444259749	0.717210183163422	G1_S
BT1160.P4.A11	0.778712345055652	0.444866025362552	G1_S
BT1160.P4.A12	0.715646408507097	0.406789256226357	NonCycling
BT1160.P4.B01	0.355943232530663	0.340006806584685	NonCycling
BT1160.P4.B02	0.524561067763782	0.287500922940102	NonCycling
BT1160.P4.B05	0.636429421893804	0.468575585014294	G1_S
BT1160.P4.B07	0.561636083718771	0.191151342609939	NonCycling
BT1160.P4.B12	0.509496245561828	0.335446239845424	NonCycling
BT1160.P4.C02	0.547177236978187	0.416409634409555	NonCycling
BT1160.P4.C03	0.793019223361676	0.469063205087696	G1_S
BT1160.P4.C04	0.491144309388646	0.121104623798068	NonCycling
BT1160.P4.C05	0.61324533669033	0.502585846659579	G2_M
BT1160.P4.C07	0.495303814122835	0.340290271260006	NonCycling
BT1160.P4.C08	0.577266802104416	0.433886896346163	NonCycling
BT1160.P4.C12	0.634411990676105	0.205413327242955	NonCycling
BT1160.P4.D01	0.476981743467339	0.265927668055848	NonCycling
BT1160.P4.D03	0.399428941811968	0.17501492571087	NonCycling
BT1160.P4.D04	0.433750219232946	0.153092217903548	NonCycling
BT1160.P4.D05	0.655342197424288	0.441399670734894	G2_M
BT1160.P4.D06	0.697382351458317	0.274396508117541	G2_M
BT1160.P4.D07	0.459008181930327	0.16800617897693	NonCycling
BT1160.P4.D09	0.613826266731898	0.579921058286533	G1_S
BT1160.P4.D10	0.646927580767989	0.345962864441664	G2_M
BT1160.P4.D11	0.702060284289589	0.456590200441821	G1_S
BT1160.P4.D12	0.518436436137382	0.491151593550786	NonCycling
BT1160.P4.E03	0.501639750854938	0.198445329036539	NonCycling
BT1160.P4.E04	0.511542481380995	0.243561378712966	NonCycling
BT1160.P4.E06	0.735132486428747	0.447283960722094	G1_S
BT1160.P4.E08	0.529009887800091	0.287560849010614	NonCycling
BT1160.P4.E09	0.447064223159951	0.281712217400952	NonCycling
BT1160.P4.E10	0.514294289044507	0.362058238845251	NonCycling
BT1160.P4.F02	0.427125284396088	0.305280815204601	NonCycling
BT1160.P4.F03	0.667752579151036	0.377130632271071	G2_M
BT1160.P4.F04	0.658726408491767	0.470444705074073	G1_S
BT1160.P4.F05	0.424011811297921	0.337507669957207	NonCycling
BT1160.P4.F07	0.603333165996715	0.510359192655611	G2_M
BT1160.P4.F08	0.545710474477407	0.286648464247981	NonCycling
BT1160.P4.F09	0.423463300066294	0.264751364337324	NonCycling
BT1160.P4.F10	0.575253464963311	0.196249418630317	NonCycling
BT1160.P4.F11	0.595739206029864	0.254391787305806	NonCycling
BT1160.P4.F12	0.463280804051071	0.282059865773717	NonCycling
BT1160.P4.G01	0.424439316682031	0.244239017319122	NonCycling
BT1160.P4.G03	0.519429610759122	0.273865195629559	NonCycling
BT1160.P4.G04	0.675037706971979	0.627200743966812	G1_S
BT1160.P4.G05	0.518575903473662	0.187972957463153	NonCycling
BT1160.P4.G06	0.671250965234915	0.246714510429959	G2_M
BT1160.P4.G07	0.704576283029701	0.386419055840854	G1_S
BT1160.P4.G08	0.624295528519004	0.382420100585329	G2_M
BT1160.P4.G11	0.428054748769797	0.431498499848652	NonCycling
BT1160.P4.G12	0.568361184450009	0.221886436166211	NonCycling
BT1160.P4.H01	0.577567996308963	0.407454879493955	G2_M
BT1160.P4.H05	0.745689502922088	0.247500854602045	G2_M
BT1160.P4.H06	0.691536546854417	0.277543372857387	NonCycling
BT1160.P4.H09	0.49237822056527	0.386626942201192	NonCycling
BT1160.P4.H10	0.444444829933185	0.263379110977904	NonCycling
BT1160.P4.H11	0.538432005574329	0.181697684224626	NonCycling
BT1187.P1.A03	0.452591010238467	0.247180573228396	NonCycling
BT1187.P1.A04	0.520237352450084	0.292023533166621	NonCycling
BT1187.P1.A07	0.384624663640329	0.193881493953974	NonCycling
BT1187.P1.A08	0.431321904242735	0.211851594591574	NonCycling
BT1187.P1.A09	0.398961965615427	0.203661140559471	NonCycling
BT1187.P1.A10	0.588736045826502	0.341566647067246	NonCycling
BT1187.P1.A11	0.549611389374212	0.212136834284234	NonCycling
BT1187.P1.A12	0.410625520341112	0.282877514048579	NonCycling
BT1187.P1.B01	0.49829878387075	0.235676969472209	NonCycling
BT1187.P1.B02	0.407792010979371	0.236682874972057	NonCycling
BT1187.P1.B03	0.58788374430762	0.545775003948425	NonCycling
BT1187.P1.B04	0.591264609076076	0.31647627162671	NonCycling
BT1187.P1.B05	0.38254758101057	0.271187522527257	NonCycling
BT1187.P1.B08	0.460805269921358	0.237741521807145	NonCycling
BT1187.P1.B09	0.447057396017665	0.264342272695751	NonCycling
BT1187.P1.B10	0.474296677860906	0.351208874765712	NonCycling
BT1187.P1.B11	0.42831806273567	0.186057776669576	NonCycling
BT1187.P1.C01	0.444975716833706	0.347890711691611	NonCycling
BT1187.P1.C02	0.49973003163516	0.0876908312292878	NonCycling
BT1187.P1.C04	0.58844273975512	0.368342382668342	NonCycling
BT1187.P1.C05	0.389172786916537	0.278433422954955	NonCycling
BT1187.P1.C06	0.496928512934284	0.145675985894379	NonCycling
BT1187.P1.C07	0.496166010580447	0.292376799217872	NonCycling
BT1187.P1.C08	0.52624320158672	0.176237381536557	NonCycling
BT1187.P1.C09	0.347576975528869	0.281750614865635	NonCycling
BT1187.P1.C11	0.454935076419727	0.212067575010205	NonCycling
BT1187.P1.D01	0.391325939226381	0.130558282183382	NonCycling
BT1187.P1.D02	0.477205769306408	0.209448047686611	NonCycling
BT1187.P1.D05	0.470339636661686	0.213359290109922	NonCycling
BT1187.P1.D07	0.466881294181794	0.426482649664928	NonCycling
BT1187.P1.D08	0.478195684500394	0.261798159060615	NonCycling
BT1187.P1.D09	0.442785054996405	0.219135785195702	NonCycling
BT1187.P1.E03	0.418769682393701	0.158919257339323	NonCycling
BT1187.P1.E04	0.434855601600811	0.247397474474299	NonCycling
BT1187.P1.E05	0.45854426275827	0.267321680898661	NonCycling
BT1187.P1.E07	0.478106306110677	0.213733430966211	NonCycling
BT1187.P1.E08	0.508224559189341	0.431024525738654	NonCycling
BT1187.P1.E09	0.413846178449168	0.165642764380602	NonCycling
BT1187.P1.E10	0.486057320591979	0.1442905359586	NonCycling
BT1187.P1.E12	0.403043065631327	0.167028214316381	NonCycling
BT1187.P1.F01	0.482945813159634	0.255889754116548	NonCycling
BT1187.P1.F02	0.483348306587265	0.418768507096093	NonCycling
BT1187.P1.F03	0.453640053110704	0.230775585970073	NonCycling
BT1187.P1.F04	0.424827553197079	0.314679895010768	NonCycling
BT1187.P1.F05	0.529156505692271	0.292818881675342	NonCycling
BT1187.P1.F06	0.497224543145496	0.170328845045736	NonCycling
BT1187.P1.F07	0.423204321731686	0.372498754528859	NonCycling
BT1187.P1.F08	0.470906822411714	0.243784566397711	NonCycling
BT1187.P1.F10	0.568596445648091	0.268757657064228	NonCycling
BT1187.P1.G02	0.467995621861655	0.266482218393621	NonCycling
BT1187.P1.G03	0.450168079047114	0.285793176914501	NonCycling
BT1187.P1.G04	0.430856403497634	0.282395492191969	NonCycling
BT1187.P1.G07	0.534131818353589	0.271487385962696	NonCycling
BT1187.P1.G08	0.534964990804158	0.297532689944757	NonCycling
BT1187.P1.G10	0.401867319109467	0.187716824410363	NonCycling
BT1187.P1.G11	0.498010669590251	0.354620364803707	NonCycling
BT1187.P1.G12	0.534632188236522	0.303073494265951	NonCycling
BT1187.P1.H01	0.518347007752819	0.21200567132776	NonCycling
BT1187.P1.H05	0.409087638731608	0.183694362073248	NonCycling
BT1187.P1.H06	0.4643466427781	0.301263813785398	NonCycling
BT1187.P1.H07	0.426336250299928	0.241477559666993	NonCycling
BT1187.P1.H08	0.470686867747442	0.114421865284312	NonCycling
BT1187.P1.H11	0.474390971799692	0.333255664176319	NonCycling
BT1187.P1.H12	0.457555612926534	0.219754944745631	NonCycling
BT1187.P2.A02	0.397571059319498	0.36574543852992	NonCycling
BT1187.P2.A05	0.423007943929442	0.192822032238378	NonCycling
BT1187.P2.A06	0.438931965476238	0.0997116468485442	NonCycling
BT1187.P2.A11	0.392680234132979	0.209080694720017	NonCycling
BT1187.P2.B01	0.442453211081908	0.208469466807173	NonCycling
BT1187.P2.B06	0.463954529110105	0.282227828172141	NonCycling
BT1187.P2.B07	0.452629374668552	0.284425923195527	NonCycling
BT1187.P2.B10	0.423840791247205	0.249776549750204	NonCycling
BT1187.P2.B11	0.338887472753409	0.168780400999865	NonCycling
BT1187.P2.C02	0.485893868887685	0.197304370265898	NonCycling
BT1187.P2.C05	0.456860305214329	0.279509598587981	NonCycling
BT1187.P2.C07	0.370029086321226	0.232268411430852	NonCycling
BT1187.P2.C10	0.501509295163814	0.231268504540179	NonCycling
BT1187.P2.D03	0.449946611132047	0.207817490366807	NonCycling
BT1187.P2.D05	0.459307566173758	0.281298799289923	NonCycling
BT1187.P2.D07	0.417683579895366	0.322221746028745	NonCycling
BT1187.P2.D08	0.415299449443146	0.160304707275101	NonCycling
BT1187.P2.D10	0.406485653422011	0.179964081782251	NonCycling
BT1187.P2.E01	0.484148688479142	0.222416935115175	NonCycling
BT1187.P2.E03	0.498961908272132	0.227099455196701	NonCycling
BT1187.P2.E05	0.418728175314715	0.371433984153797	NonCycling
BT1187.P2.E07	0.513662316893224	0.313602083000772	NonCycling
BT1187.P2.E08	0.428254090832844	0.203852036199302	NonCycling
BT1187.P2.E09	0.44512832859102	0.24406038064966	NonCycling
BT1187.P2.F03	0.477021048683341	0.255338630610311	NonCycling
BT1187.P2.F04	0.577016586842874	0.355345753925928	NonCycling
BT1187.P2.F06	0.513641880233734	0.25492171855288	NonCycling
BT1187.P2.F07	0.43099575311672	0.350646146476064	NonCycling
BT1187.P2.F09	0.481300013377416	0.317076166670921	NonCycling
BT1187.P2.G04	0.479753847554661	0.425050628723227	NonCycling
BT1187.P2.G07	0.522555078735944	0.212992553362215	NonCycling
BT1187.P2.G08	0.478165065099256	0.15439617078428	NonCycling
BT1187.P2.G09	0.430080613864518	0.133003193834756	NonCycling
BT1187.P2.H04	0.470905484370953	0.252983648238091	NonCycling
BT1187.P2.H05	0.51984075178405	0.211029777857827	NonCycling
BT1187.P2.H06	0.510284852808809	0.354474553845954	NonCycling
BT1187.P2.H09	0.451878824143825	0.271987024443803	NonCycling
BT1187.P3.A01	0.382708105139441	0.181045707784259	NonCycling
BT1187.P3.A02	0.188750223695792	0.130602500784975	NonCycling
BT1187.P3.A03	0.48589509733453	0.30794807847086	NonCycling
BT1187.P3.A04	0.45843295457841	0.15060655772465	NonCycling
BT1187.P3.A05	0.479646680581815	0.245679069228718	NonCycling
BT1187.P3.A06	0.464403193843986	0.32875326354129	NonCycling
BT1187.P3.A11	0.408312606011243	0.203579643504425	NonCycling
BT1187.P3.B02	0.423090895037339	0.343704266438437	NonCycling
BT1187.P3.B03	0.447157008101957	0.152114253242998	NonCycling
BT1187.P3.B04	0.478695358408432	0.257555826376719	NonCycling
BT1187.P3.B05	0.208349454250907	0.307101459035855	NonCycling
BT1187.P3.B06	0.412072351341471	0.215861448765913	NonCycling
BT1187.P3.B07	0.421711546041278	0.236467377020244	NonCycling
BT1187.P3.B08	0.438534014930303	0.192129307270489	NonCycling
BT1187.P3.B10	0.397892431874939	0.249571646586482	NonCycling
BT1187.P3.B11	0.491542087301578	0.277428768765232	NonCycling
BT1187.P3.B12	0.485886616356087	0.201093983325528	NonCycling
BT1187.P3.C03	0.484760723892497	0.173507230192522	NonCycling
BT1187.P3.C04	0.466391822384525	0.253955637684136	NonCycling
BT1187.P3.C05	0.454076148930209	0.141356641976951	NonCycling
BT1187.P3.C06	0.424650290941448	0.245867878240706	NonCycling
BT1187.P3.C07	0.450043939994971	0.256586209182866	NonCycling
BT1187.P3.C09	0.564681537867139	0.370408547985577	NonCycling
BT1187.P3.C12	0.40211964440715	0.239892407074878	NonCycling
BT1187.P3.D06	0.54470301184131	0.257743534020021	NonCycling
BT1187.P3.D08	0.470966073866345	0.172040283201698	NonCycling
BT1187.P3.D09	0.506771131993015	0.25249090800408	NonCycling
BT1187.P3.D10	0.439165658462472	0.358491127067465	NonCycling
BT1187.P3.D12	0.442377830810037	0.252641293951395	NonCycling
BT1187.P3.E03	0.554487477838807	0.294217249656745	NonCycling
BT1187.P3.E04	0.400804738388444	0.147020687302635	NonCycling
BT1187.P3.E06	0.388708470696112	0.281913517602361	NonCycling
BT1187.P3.E09	0.376134916346324	0.191436582302599	NonCycling
BT1187.P3.E10	0.484107709139987	0.17782657410995	NonCycling
BT1187.P3.E11	0.499828589833846	0.16295336156409	NonCycling
BT1187.P3.E12	0.542115522303869	0.180230737233801	NonCycling
BT1187.P3.F03	0.384104756344689	0.329141925740402	NonCycling
BT1187.P3.F04	0.446562581111788	0.230750898036851	NonCycling
BT1187.P3.F05	0.435130853339303	0.435523110654013	NonCycling
BT1187.P3.F06	0.588580995841583	0.221773480066965	NonCycling
BT1187.P3.F07	0.363039694312975	0.208917700609925	NonCycling
BT1187.P3.F12	0.532863085728516	0.136222327509066	NonCycling
BT1187.P3.G03	0.40177901601373	0.286822894104323	NonCycling
BT1187.P3.G06	0.486279387035766	0.163972074752163	NonCycling
BT1187.P3.G08	0.467996359447202	0.283833358142911	NonCycling
BT1187.P3.G09	0.408332140400784	0.266578389527595	NonCycling
BT1187.P3.H03	0.387345101542986	0.203946380252131	NonCycling
BT1187.P3.H05	0.489438245036261	0.269275938080039	NonCycling
BT1187.P3.H10	0.431695580015089	0.202031199458554	NonCycling
BT1187.P3.H12	0.414310715014947	0.200442006885161	NonCycling
BT1187.P4.A01	0.399658535658637	0.235551536756939	NonCycling
BT1187.P4.A03	0.531251327661383	0.323673764668407	G2_M
BT1187.P4.A05	0.398839858729438	0.230582936502255	NonCycling
BT1187.P4.A07	0.441186568902634	0.29049307305786	NonCycling
BT1187.P4.A09	0.406541441631135	0.255750836995254	NonCycling
BT1187.P4.A10	0.512335476037787	0.241831183254263	NonCycling
BT1187.P4.A11	0.439000734956033	0.178193310857656	NonCycling
BT1187.P4.A12	0.329770319312151	0.20215417382273	NonCycling
BT1187.P4.B01	0.387428024978466	0.292206599183156	NonCycling
BT1187.P4.B03	0.709453424127558	0.41610215890498	G1_S
BT1187.P4.B04	0.405931207047866	0.158226532371433	NonCycling
BT1187.P4.B05	0.474960057936341	0.166783723151243	NonCycling
BT1187.P4.B06	0.469203437267333	0.26086827685216	NonCycling
BT1187.P4.B08	0.435403050729495	0.166172495238399	NonCycling
BT1187.P4.B09	0.434505104588317	0.28870798031589	NonCycling
BT1187.P4.B11	0.173087955727812	0.23567811187811	NonCycling
BT1187.P4.C03	0.445549159492697	0.216124567892356	NonCycling
BT1187.P4.C05	0.495803569960349	0.266333788868886	NonCycling
BT1187.P4.C06	0.493006414059201	0.217895821761429	NonCycling
BT1187.P4.C07	0.43575834128006	0.158063538261342	NonCycling
BT1187.P4.C08	0.490600246093594	0.232290776106541	NonCycling
BT1187.P4.C09	0.471767448903866	0.346851880285414	NonCycling
BT1187.P4.C11	0.409196191428884	0.261366023820234	NonCycling
BT1187.P4.C12	0.675376064434982	0.568674436407243	G1_S
BT1187.P4.D01	0.399808851261042	0.287101390491312	NonCycling
BT1187.P4.D02	0.408097034148455	0.233927617659871	NonCycling
BT1187.P4.D05	0.479230255987445	0.150484312142082	NonCycling
BT1187.P4.D06	0.380727684381281	0.268094608643417	NonCycling
BT1187.P4.D08	0.414252673677612	0.175666902151236	NonCycling
BT1187.P4.D09	0.397847454795288	0.330691290613545	NonCycling
BT1187.P4.D11	0.566404200442012	0.207817490366807	NonCycling
BT1187.P4.E02	0.481366844061211	0.261724196797078	NonCycling
BT1187.P4.E06	0.418430420073567	0.182105169499855	NonCycling
BT1187.P4.E07	0.382132355368752	0.335153245987944	NonCycling
BT1187.P4.E10	0.5452304153119	0.189236161816363	NonCycling
BT1187.P4.E12	0.48369338123853	0.447799270909369	NonCycling
BT1187.P4.F03	0.426313650879965	0.289859945293599	NonCycling
BT1187.P4.F04	0.4084133832073	0.181738432752149	NonCycling
BT1187.P4.F05	0.462806890153564	0.267455327328556	NonCycling
BT1187.P4.F06	0.47964782746799	0.163523840949411	NonCycling
BT1187.P4.F07	0.469687002647978	0.209945799929151	NonCycling
BT1187.P4.F08	0.490572568649414	0.268560371244108	NonCycling
BT1187.P4.F09	0.402473958580599	0.248508138273655	NonCycling
BT1187.P4.F10	0.445011679929572	0.197476464018965	NonCycling
BT1187.P4.F11	0.47884728574953	0.163075607146659	NonCycling
BT1187.P4.F12	0.439500642220206	0.223044524683895	NonCycling
BT1187.P4.G04	0.397832874975389	0.186913495747557	NonCycling
BT1187.P4.G05	0.39411333493031	0.288923587283615	NonCycling
BT1187.P4.G07	0.404876162507294	0.171673546453991	NonCycling
BT1187.P4.G08	0.588746499602369	0.273617118280825	NonCycling
BT1187.P4.G10	0.451651475871978	0.285702562096273	NonCycling
BT1187.P4.G12	0.500272546504091	0.165031536467758	NonCycling
BT1187.P4.H01	0.461288729899705	0.234930995966102	NonCycling
